Run,Execution Time (seconds)
1,0.00916600227355957
2,0.007844924926757812
3,0.008996963500976562
4,0.008609533309936523
5,0.009305715560913086
6,0.011575698852539062
7,0.011492252349853516
8,0.012961864471435547
9,0.011854887008666992
10,0.011396408081054688
11,0.011293172836303711
12,0.010387182235717773
13,0.010364770889282227
14,0.010076522827148438
15,0.00933218002319336
16,0.008944272994995117
17,0.009986400604248047
18,0.009460687637329102
19,0.010163545608520508
20,0.008505105972290039
21,0.011040687561035156
22,0.009702444076538086
23,0.008419036865234375
24,0.010450124740600586
25,0.01050710678100586
26,0.010578155517578125
27,0.010544776916503906
28,0.01186990737915039
29,0.012614250183105469
30,0.010512113571166992
31,0.01034235954284668
32,0.010774612426757812
33,0.01093745231628418
34,0.010747671127319336
35,0.010668754577636719
36,0.010900497436523438
37,0.009534597396850586
38,0.010625123977661133
39,0.010129213333129883
40,0.010479927062988281
41,0.009983539581298828
42,0.009801149368286133
43,0.010962247848510742
44,0.011307477951049805
45,0.008922338485717773
46,0.011219024658203125
47,0.011682271957397461
48,0.010449886322021484
49,0.010427236557006836
50,0.008917808532714844
51,0.01098012924194336
52,0.011986970901489258
53,0.011998176574707031
54,0.012064695358276367
55,0.013092756271362305
56,0.01175689697265625
57,0.01015329360961914
58,0.011018753051757812
59,0.01095724105834961
60,0.010012388229370117
61,0.011399269104003906
62,0.010762691497802734
63,0.010241270065307617
64,0.011258363723754883
65,0.010179996490478516
66,0.010293722152709961
67,0.010546445846557617
68,0.00916910171508789
69,0.010879039764404297
70,0.01050567626953125
71,0.01237344741821289
72,0.01369619369506836
73,0.011666297912597656
74,0.01406550407409668
75,0.009196281433105469
76,0.010055065155029297
77,0.010925531387329102
78,0.010980844497680664
79,0.010489463806152344
80,0.009896039962768555
81,0.0107574462890625
82,0.010181427001953125
83,0.010394573211669922
84,0.010581493377685547
85,0.008849143981933594
86,0.010164022445678711
87,0.009539604187011719
88,0.011055707931518555
89,0.01286768913269043
90,0.010408163070678711
91,0.011155843734741211
92,0.013509273529052734
93,0.011737585067749023
94,0.011621236801147461
95,0.010004997253417969
96,0.009831428527832031
97,0.009207010269165039
98,0.010576009750366211
99,0.010604143142700195
100,0.013119220733642578
101,0.013047218322753906
102,0.012800455093383789
103,0.013007164001464844
104,0.010298728942871094
105,0.01137852668762207
106,0.010783672332763672
107,0.009946346282958984
108,0.011547327041625977
109,0.009757518768310547
110,0.010991573333740234
111,0.010348081588745117
112,0.009574413299560547
113,0.010993003845214844
114,0.009763240814208984
115,0.009540796279907227
116,0.010019063949584961
117,0.010730743408203125
118,0.011773347854614258
119,0.009443283081054688
120,0.009376287460327148
121,0.011038780212402344
122,0.010760068893432617
123,0.011579751968383789
124,0.010908365249633789
125,0.009127378463745117
126,0.00947117805480957
127,0.010510921478271484
128,0.010582923889160156
129,0.011012554168701172
130,0.010403871536254883
131,0.009806632995605469
132,0.010489702224731445
133,0.009557247161865234
134,0.010480403900146484
135,0.009709596633911133
136,0.010922670364379883
137,0.011042594909667969
138,0.00964808464050293
139,0.01019740104675293
140,0.011228084564208984
141,0.010317802429199219
142,0.011814117431640625
143,0.011317729949951172
144,0.00956869125366211
145,0.010619640350341797
146,0.010823249816894531
147,0.009857416152954102
148,0.010749340057373047
149,0.01054239273071289
150,0.010902881622314453
151,0.01015019416809082
152,0.010117053985595703
153,0.012956619262695312
154,0.01018214225769043
155,0.009647369384765625
156,0.012050390243530273
157,0.010831832885742188
158,0.010659217834472656
159,0.010417461395263672
160,0.00925302505493164
161,0.009343147277832031
162,0.010092496871948242
163,0.010042190551757812
164,0.013035774230957031
165,0.012814998626708984
166,0.012132883071899414
167,0.010877132415771484
168,0.010188579559326172
169,0.01077127456665039
170,0.010624885559082031
171,0.01193857192993164
172,0.010278940200805664
173,0.01081705093383789
174,0.010396480560302734
175,0.009622573852539062
176,0.011136531829833984
177,0.009646892547607422
178,0.010700464248657227
179,0.010612964630126953
180,0.009512901306152344
181,0.011283636093139648
182,0.011101484298706055
183,0.00982666015625
184,0.013153076171875
185,0.01094818115234375
186,0.011739730834960938
187,0.011842489242553711
188,0.011639833450317383
189,0.009405136108398438
190,0.010582923889160156
191,0.010426759719848633
192,0.009165525436401367
193,0.011326789855957031
194,0.013377904891967773
195,0.012761116027832031
196,0.012687206268310547
197,0.013741493225097656
198,0.012565851211547852
199,0.011029720306396484
200,0.010040521621704102
201,0.011002779006958008
202,0.00957036018371582
203,0.013580083847045898
204,0.012205839157104492
205,0.011967897415161133
206,0.010136842727661133
207,0.011116743087768555
208,0.009562492370605469
209,0.010022163391113281
210,0.010398626327514648
211,0.009721994400024414
212,0.011569976806640625
213,0.01057124137878418
214,0.00969076156616211
215,0.010974407196044922
216,0.01078343391418457
217,0.010046958923339844
218,0.011884450912475586
219,0.010040521621704102
220,0.013185501098632812
221,0.012378215789794922
222,0.01145315170288086
223,0.01062774658203125
224,0.011672735214233398
225,0.01080775260925293
226,0.00945591926574707
227,0.013715028762817383
228,0.012516975402832031
229,0.011159181594848633
230,0.011865854263305664
231,0.012006998062133789
232,0.010174274444580078
233,0.011492729187011719
234,0.011173725128173828
235,0.011143684387207031
236,0.010474443435668945
237,0.010199785232543945
238,0.009892702102661133
239,0.011272907257080078
240,0.01092219352722168
241,0.009094476699829102
242,0.011528491973876953
243,0.012073993682861328
244,0.009158134460449219
245,0.01021122932434082
246,0.0096588134765625
247,0.012054443359375
248,0.01028895378112793
249,0.009877443313598633
250,0.011337995529174805
251,0.010244369506835938
252,0.010493755340576172
253,0.01008152961730957
254,0.009667634963989258
255,0.012347221374511719
256,0.012570858001708984
257,0.011305093765258789
258,0.00914454460144043
259,0.010116100311279297
260,0.010223388671875
261,0.010483264923095703
262,0.009249687194824219
263,0.010730743408203125
264,0.010422468185424805
265,0.009238004684448242
266,0.012408971786499023
267,0.010433197021484375
268,0.009972810745239258
269,0.01077890396118164
270,0.009665727615356445
271,0.010144948959350586
272,0.01064920425415039
273,0.01101231575012207
274,0.010825395584106445
275,0.011226892471313477
276,0.010869741439819336
277,0.011332511901855469
278,0.00997781753540039
279,0.010789871215820312
280,0.010640382766723633
281,0.009499073028564453
282,0.00940251350402832
283,0.010303497314453125
284,0.009997129440307617
285,0.01204991340637207
286,0.012175798416137695
287,0.013116598129272461
288,0.012287616729736328
289,0.01166224479675293
290,0.010379314422607422
291,0.009968280792236328
292,0.010984659194946289
293,0.009953975677490234
294,0.011766672134399414
295,0.011110067367553711
296,0.01114797592163086
297,0.00952458381652832
298,0.010691642761230469
299,0.009749412536621094
300,0.011538267135620117
301,0.010571718215942383
302,0.009328365325927734
303,0.011318206787109375
304,0.016203641891479492
305,0.012653589248657227
306,0.011248588562011719
307,0.012096166610717773
308,0.011301755905151367
309,0.011579275131225586
310,0.012169599533081055
311,0.012439489364624023
312,0.012755155563354492
313,0.012418031692504883
314,0.013723134994506836
315,0.013040542602539062
316,0.013170957565307617
317,0.012840032577514648
318,0.013342618942260742
319,0.015403270721435547
320,0.01273036003112793
321,0.01609945297241211
322,0.012029886245727539
323,0.012298107147216797
324,0.01188039779663086
325,0.010564804077148438
326,0.00953817367553711
327,0.011405706405639648
328,0.010458707809448242
329,0.00952291488647461
330,0.011004209518432617
331,0.010388374328613281
332,0.010027408599853516
333,0.009938240051269531
334,0.009459495544433594
335,0.011855840682983398
336,0.01050257682800293
337,0.010571956634521484
338,0.010968208312988281
339,0.010841131210327148
340,0.010039091110229492
341,0.012671947479248047
342,0.010694503784179688
343,0.010016441345214844
344,0.011317253112792969
345,0.012180805206298828
346,0.009969711303710938
347,0.010421514511108398
348,0.009018421173095703
349,0.01090693473815918
350,0.010157585144042969
351,0.010206460952758789
352,0.010329484939575195
353,0.009263992309570312
354,0.009760141372680664
355,0.010373115539550781
356,0.009422540664672852
357,0.011581182479858398
358,0.010000944137573242
359,0.009504318237304688
360,0.01044154167175293
361,0.009318113327026367
362,0.011491775512695312
363,0.010153532028198242
364,0.010060787200927734
365,0.012301206588745117
366,0.011943578720092773
367,0.009429931640625
368,0.013286352157592773
369,0.010956287384033203
370,0.009414196014404297
371,0.011344671249389648
372,0.01161956787109375
373,0.009629487991333008
374,0.011647939682006836
375,0.011896610260009766
376,0.011639595031738281
377,0.013924360275268555
378,0.013275384902954102
379,0.011918306350708008
380,0.009325504302978516
381,0.011514425277709961
382,0.011705875396728516
383,0.010390758514404297
384,0.011786460876464844
385,0.01051187515258789
386,0.010747432708740234
387,0.011699914932250977
388,0.009249687194824219
389,0.010509014129638672
390,0.011443853378295898
391,0.010979652404785156
392,0.012352228164672852
393,0.011016368865966797
394,0.010089635848999023
395,0.010200738906860352
396,0.01039886474609375
397,0.010228395462036133
398,0.009922504425048828
399,0.008695363998413086
400,0.009343624114990234
401,0.008901357650756836
402,0.012295007705688477
403,0.010717153549194336
404,0.009584665298461914
405,0.010388612747192383
406,0.010576963424682617
407,0.009642601013183594
408,0.011143207550048828
409,0.009859561920166016
410,0.00996708869934082
411,0.012761116027832031
412,0.012449264526367188
413,0.012203693389892578
414,0.010129690170288086
415,0.009841680526733398
416,0.009832382202148438
417,0.01142573356628418
418,0.010575056076049805
419,0.009311437606811523
420,0.011363506317138672
421,0.010766267776489258
422,0.010819196701049805
423,0.010617971420288086
424,0.01026773452758789
425,0.010666608810424805
426,0.010467052459716797
427,0.009438753128051758
428,0.010643720626831055
429,0.009837150573730469
430,0.011240243911743164
431,0.010550975799560547
432,0.009729862213134766
433,0.010709524154663086
434,0.009608983993530273
435,0.009186506271362305
436,0.009380340576171875
437,0.009696722030639648
438,0.010456323623657227
439,0.011260271072387695
440,0.012794256210327148
441,0.013089656829833984
442,0.01255488395690918
443,0.011404752731323242
444,0.009529352188110352
445,0.010552167892456055
446,0.010365724563598633
447,0.010564088821411133
448,0.009857892990112305
449,0.010659456253051758
450,0.012331247329711914
451,0.011663675308227539
452,0.010470390319824219
453,0.011885404586791992
454,0.014372587203979492
455,0.01280522346496582
456,0.011341094970703125
457,0.012457132339477539
458,0.010970830917358398
459,0.010451793670654297
460,0.011071205139160156
461,0.009668350219726562
462,0.009289264678955078
463,0.010768890380859375
464,0.009803295135498047
465,0.010115623474121094
466,0.010213613510131836
467,0.013229608535766602
468,0.013290166854858398
469,0.013137340545654297
470,0.011451244354248047
471,0.010954141616821289
472,0.012693643569946289
473,0.012096643447875977
474,0.011051416397094727
475,0.01219487190246582
476,0.011918306350708008
477,0.01030588150024414
478,0.010251998901367188
479,0.011739730834960938
480,0.011031150817871094
481,0.013088464736938477
482,0.011848211288452148
483,0.010896444320678711
484,0.010482311248779297
485,0.011354207992553711
486,0.010961294174194336
487,0.010357141494750977
488,0.011193275451660156
489,0.008738279342651367
490,0.011295080184936523
491,0.010826826095581055
492,0.009873628616333008
493,0.012566089630126953
494,0.01173257827758789
495,0.010688543319702148
496,0.010647773742675781
497,0.010083436965942383
498,0.009984493255615234
499,0.010588407516479492
500,0.009520769119262695
