Run,Execution Time (seconds)
1,0.40657734870910645
2,0.4121513366699219
3,0.4205911159515381
4,0.42401742935180664
5,0.4310190677642822
6,0.4362039566040039
7,0.4388134479522705
8,0.4221951961517334
9,0.4260382652282715
10,0.41561174392700195
11,0.4340226650238037
12,0.41174817085266113
13,0.41988348960876465
14,0.4278910160064697
15,0.4227912425994873
16,0.42022705078125
17,0.43895983695983887
18,0.4234931468963623
19,0.43817663192749023
20,0.4184551239013672
21,0.42818474769592285
22,0.4374821186065674
23,0.3986368179321289
24,0.4186995029449463
25,0.419508695602417
26,0.43824005126953125
27,0.41845083236694336
28,0.4114398956298828
29,0.42192721366882324
30,0.438478946685791
31,0.41113853454589844
32,0.4276583194732666
33,0.4086427688598633
34,0.4257216453552246
35,0.41404008865356445
36,0.42215704917907715
37,0.43049192428588867
38,0.4414694309234619
39,0.42087531089782715
40,0.43117380142211914
41,0.42249035835266113
42,0.41423797607421875
43,0.4366624355316162
44,0.4338247776031494
45,0.4136056900024414
46,0.4221775531768799
47,0.4169809818267822
48,0.4244527816772461
49,0.4165198802947998
50,0.4324054718017578
51,0.4210624694824219
52,0.42805981636047363
53,0.4261806011199951
54,0.41231679916381836
55,0.42147326469421387
56,0.4221005439758301
57,0.4245889186859131
58,0.4228537082672119
59,0.4141068458557129
60,0.45989274978637695
61,0.440584659576416
62,0.44240593910217285
63,0.41901206970214844
64,0.4129807949066162
65,0.4208366870880127
66,0.4147520065307617
67,0.4363889694213867
68,0.42215943336486816
69,0.41843461990356445
70,0.4281487464904785
71,0.4037811756134033
72,0.43381571769714355
73,0.4311707019805908
74,0.4180779457092285
75,0.42430615425109863
76,0.4133720397949219
77,0.4472653865814209
78,0.4439198970794678
79,0.43274617195129395
80,0.43018126487731934
81,0.41789865493774414
82,0.41988635063171387
83,0.44467782974243164
84,0.40364527702331543
85,0.4229085445404053
86,0.42768406867980957
87,0.4555230140686035
88,0.4317903518676758
89,0.4129912853240967
90,0.4183783531188965
91,0.42974066734313965
92,0.42618441581726074
93,0.42885708808898926
94,0.41791820526123047
95,0.42290234565734863
96,0.41094160079956055
97,0.4148414134979248
98,0.425091028213501
99,0.41378140449523926
100,0.4257774353027344
101,0.4170668125152588
102,0.42075347900390625
